lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
912,Dr. Raul Nunes,Carvalho dos Dourados,Tráfego Orgânico,Inglês Básico,25-34,Noite,Terça-feira,1,0,0,,0
913,Henry Gabriel da Rosa,Cavalcanti da Mata,Evento Presencial,Inglês Básico,45-54,,Domingo,5,4,1,3532.47,0
914,Anna Liz Rezende,Souza,Evento Presencial,Inglês Básico,,Manhã,Sexta-feira,6,6,0,1492.99,1
915,Ana Beatriz Borges,Câmara,Evento Presencial,Espanhol,18-24,Noite,Segunda-feira,5,1,0,1312.65,1
916,Maria Helena Garcia,Sales,Evento Presencial,Inglês Básico,25-34,Tarde,Domingo,8,3,0,1894.47,0
917,Olívia Araújo,Sales,Indicação,Inglês Adulto,25-34,Tarde,Quinta-feira,5,2,1,1770.12,0
918,Alexia Sampaio,das Neves,Indicação,Francês,,Noite,Terça-feira,6,4,0,1135.89,1
919,Bryan Monteiro,Costela,Instagram,Inglês Básico,35-44,Tarde,Quarta-feira,7,1,0,1911.78,0
920,Luísa Nunes,Barros,Google Ads,Inglês Adulto,25-34,Noite,Sexta-feira,4,1,1,2111.23,0
921,Vinícius Aparecida,Sales do Campo,Indicação,Inglês Adulto,18-24,Manhã,Quarta-feira,7,3,0,2713.63,0
922,Heitor Sales,Almeida,Tráfego Orgânico,Inglês Teens,25-34,Tarde,Quinta-feira,8,2,0,8880.55,0
923,Olívia da Mata,Sá de Lopes,Facebook Ads,Inglês Intermediário,35-44,Noite,Sexta-feira,6,1,1,3022.24,0
924,Breno Rodrigues,Costa,Google Ads,Inglês Intermediário,45-54,Manhã,Terça-feira,9,0,0,,0
925,Yago Nunes,Andrade,Instagram,Inglês Básico,35-44,Noite,Domingo,11,4,0,4631.37,0
926,Ana Beatriz Cavalcanti,Melo,Instagram,Inglês Teens,35-44,Manhã,Quarta-feira,8,4,1,3071.72,0
927,Sr. Gustavo Henrique Pastor,da Cunha,Instagram,Inglês Teens,35-44,Noite,Quarta-feira,5,0,0,,0
928,Miguel Barbosa,Azevedo,Tráfego Orgânico,Inglês Básico,35-44,Noite,Sexta-feira,6,1,0,4084.1,0
929,Enrico Nunes,Rios do Sul,Google Ads,Inglês Intermediário,25-34,Tarde,Quinta-feira,5,2,1,3744.12,0
930,Mathias Rocha,Viana,Facebook Ads,Espanhol,35-44,Manhã,Quarta-feira,6,1,0,16027.71,0
931,Luísa Gomes,Pereira,Instagram,Inglês Básico,35-44,,Quinta-feira,6,1,0,5776.99,0
932,Srta. Anna Liz Montenegro,Pastor,Instagram,Inglês Básico,25-34,Noite,Sábado,9,2,1,1930.57,0
933,Sra. Ana Júlia Brito,Cirino,Google Ads,Inglês Adulto,,Tarde,Sexta-feira,4,2,0,4290.42,0
934,Isabel Barbosa,Alves de Minas,Tráfego Orgânico,Inglês Intermediário,25-34,Tarde,Sexta-feira,6,3,0,2264.4,0
935,Dr. Luan Alves,Souza,Tráfego Orgânico,Inglês Básico,25-34,Noite,Terça-feira,6,1,1,4473.63,0
936,Júlia Viana,Pacheco da Praia,Instagram,Inglês Intermediário,18-24,Tarde,Quarta-feira,6,3,0,1642.81,0
937,Rebeca da Conceição,Castro do Galho,Evento Presencial,Inglês Básico,35-44,Tarde,Quinta-feira,7,3,0,1903.1,1
938,Dr. Pedro Cirino,Montenegro,Indicação,Inglês Adulto,45-54,Tarde,Segunda-feira,9,2,0,4228.77,1
939,Maria Helena Barros,Brito,Tráfego Orgânico,Inglês Teens,18-24,Manhã,Sexta-feira,10,1,1,6058.61,0
940,Laís da Cruz,Moura,Indicação,Inglês Adulto,25-34,Noite,Terça-feira,6,1,1,,1
941,Srta. Antonella da Mata,Silva,Instagram,Inglês Básico,18-24,Noite,Terça-feira,8,3,1,5598.66,0
942,Mateus Silva,da Paz,Tráfego Orgânico,Inglês Teens,18-24,Noite,Terça-feira,8,3,0,4298.92,0
943,Daniela Sousa,Sá,Instagram,Inglês Básico,,Noite,Terça-feira,6,1,1,3848.32,0
944,Luiza Fonseca,Silveira,Google Ads,Inglês Teens,,Tarde,Terça-feira,9,1,1,,0
945,Caleb Abreu,Cunha,Google Ads,Inglês Intermediário,25-34,Tarde,Quinta-feira,6,3,0,5473.48,0
946,Pedro Miguel Fonseca,Fonseca de Sampaio,Instagram,Inglês Teens,25-34,Noite,Quinta-feira,9,1,0,6149.97,0
947,Cauã Cardoso,Macedo,Facebook Ads,Inglês Básico,,Noite,Terça-feira,5,2,1,3380.59,0
948,Francisco Lopes,Cirino,Tráfego Orgânico,Inglês Básico,25-34,Noite,Terça-feira,5,0,0,3282.0,0
949,Sophie Jesus,Garcia das Pedras,Tráfego Orgânico,Inglês Intermediário,35-44,Tarde,Sexta-feira,5,3,1,,0
950,Apollo Borges,Moraes,Instagram,Inglês Básico,25-34,Noite,Segunda-feira,11,4,0,3460.91,0
951,Sr. Luan Gomes,Jesus,Google Ads,Inglês Básico,18-24,Noite,Quinta-feira,7,4,0,3648.77,0
952,João Vitor Jesus,Teixeira,Instagram,Inglês Teens,35-44,Noite,Quinta-feira,5,1,1,4568.05,0
953,Antonella Silveira,Campos dos Dourados,Instagram,Inglês Teens,18-24,Noite,Quinta-feira,2,1,1,3316.7,0
954,Isabelly Oliveira,Moreira,Instagram,Inglês Básico,35-44,Tarde,Sábado,5,3,0,2229.05,0
955,Eloá Rodrigues,Monteiro,Evento Presencial,Espanhol,25-34,Tarde,Quinta-feira,6,2,1,4308.73,1
956,Eloá Carvalho,Santos da Mata,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Domingo,7,0,0,3426.19,0
957,Kevin da Mata,Barros,Tráfego Orgânico,Espanhol,35-44,Tarde,Sábado,8,4,1,9640.76,0
958,Clara Azevedo,Monteiro do Campo,Google Ads,Inglês Adulto,35-44,Noite,Terça-feira,6,4,0,5400.06,0
959,Pedro Henrique da Mota,da Paz dos Dourados,Google Ads,Inglês Adulto,18-24,Tarde,Terça-feira,8,3,0,2522.49,0
960,Letícia Mendes,Rodrigues dos Dourados,Google Ads,Inglês Adulto,35-44,Tarde,Quarta-feira,12,2,0,5226.52,0
961,Luiz Miguel da Cunha,Novaes,Google Ads,Inglês Adulto,,,Quarta-feira,3,2,0,4145.77,0
962,Thales Peixoto,da Rocha das Pedras,Google Ads,Espanhol,25-34,Noite,Quinta-feira,7,1,0,,0
963,Fernanda Marques,Azevedo,Indicação,Inglês Básico,25-34,Tarde,Terça-feira,4,0,0,2622.99,0
964,Davi Luiz da Rosa,Rocha de Freitas,Indicação,Inglês Intermediário,45-54,Manhã,Terça-feira,10,6,1,3882.72,0
965,Miguel Farias,Albuquerque,Evento Presencial,Inglês Básico,18-24,Noite,Quarta-feira,11,0,0,3314.35,0
966,Maria Helena Farias,Rocha de Caldeira,Google Ads,Espanhol,35-44,Tarde,Quinta-feira,6,2,0,3614.4,0
967,Lívia Lopes,Macedo do Galho,Evento Presencial,Inglês Intermediário,35-44,Tarde,Sexta-feira,7,1,0,2150.94,0
968,Catarina da Rosa,Campos,Instagram,Inglês Adulto,18-24,Manhã,Domingo,12,2,1,,1
969,Sr. Rhavi Dias,Gonçalves,Google Ads,Inglês Teens,,,Terça-feira,2,3,0,4404.57,0
970,Miguel Dias,Sales Verde,Instagram,Francês,35-44,Noite,Quarta-feira,6,6,0,7096.74,0
971,Samuel Oliveira,Sousa,Instagram,Inglês Básico,,Noite,Domingo,8,4,1,3480.75,1
972,Luan Garcia,Azevedo,Indicação,Inglês Teens,45-54,Manhã,Sexta-feira,8,0,0,2790.58,0
973,Matteo Fonseca,Costa Alegre,Indicação,Espanhol,18-24,Noite,Quinta-feira,0,2,1,5402.57,1
974,Guilherme Pastor,Peixoto,Evento Presencial,Inglês Básico,25-34,Noite,Quinta-feira,6,5,0,2261.32,0
975,Emilly Rodrigues,Campos de Goiás,Instagram,Inglês Teens,45-54,Tarde,Segunda-feira,7,0,0,6356.67,0
976,Amanda Siqueira,Silveira do Amparo,Facebook Ads,Inglês Intermediário,18-24,Manhã,Sábado,6,1,0,6349.18,0
977,Giovanna Macedo,Teixeira Verde,Google Ads,Inglês Adulto,45-54,Tarde,Quinta-feira,7,0,1,6988.5,0
978,Bernardo Vieira,Sá das Flores,Google Ads,Inglês Adulto,18-24,Noite,Quinta-feira,8,3,1,4305.55,1
979,Sara Carvalho,Melo das Flores,Google Ads,Inglês Básico,25-34,Tarde,Quinta-feira,3,2,0,,0
980,Liz da Costa,Moraes de da Mota,Instagram,Inglês Básico,18-24,Tarde,Quarta-feira,7,0,0,3716.63,0
981,Eduardo Silva,Vargas,Evento Presencial,Inglês Básico,35-44,Noite,Terça-feira,7,1,0,4313.72,0
982,Maria Flor Barbosa,Caldeira de Campos,Tráfego Orgânico,Inglês Básico,35-44,Noite,Sexta-feira,3,0,0,2572.0,0
983,Pietra Pacheco,Mendonça do Amparo,Facebook Ads,Inglês Adulto,45-54,Noite,Quarta-feira,4,2,1,7286.16,0
984,Yasmin Montenegro,Pires,Google Ads,Inglês Intermediário,55+,Noite,Segunda-feira,4,1,1,4815.35,1
985,Sra. Ísis Andrade,Alves,Instagram,Inglês Básico,35-44,Manhã,Quarta-feira,4,2,1,2142.64,0
986,Sr. Cauê Vargas,Sousa,Evento Presencial,Inglês Adulto,35-44,Noite,Sábado,3,1,1,9858.59,0
987,Luiz Gustavo Cavalcante,Azevedo,Instagram,Inglês Adulto,,Tarde,Quarta-feira,12,1,1,3692.59,0
988,Ana Clara Nunes,Rocha de Alves,Indicação,Inglês Adulto,45-54,Manhã,Quarta-feira,4,1,1,1917.47,0
989,Maria Liz Sá,Garcia,Instagram,Espanhol,,Noite,Quinta-feira,9,3,0,2216.93,0
990,Dr. Cauê Albuquerque,Cassiano da Mata,Tráfego Orgânico,Inglês Intermediário,45-54,Manhã,Sexta-feira,6,2,0,7933.1,0
991,José Pedro Câmara,Teixeira,Facebook Ads,Inglês Teens,25-34,Manhã,Quinta-feira,8,3,0,9549.65,0
992,Stella Novais,Ribeiro,Tráfego Orgânico,Inglês Básico,25-34,Noite,Sábado,3,2,0,6098.12,0
993,Hellena Machado,Vieira de Martins,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Segunda-feira,6,3,0,7231.04,1
994,Dr. Ravi Vargas,da Rocha,Instagram,Francês,25-34,Manhã,Sábado,9,2,0,6833.94,0
995,Sarah Cassiano,Mendonça de Montenegro,Evento Presencial,Inglês Teens,25-34,,Sábado,6,3,0,4754.38,0
996,Sr. Rodrigo Caldeira,Nogueira Alegre,Google Ads,Inglês Adulto,55+,Noite,Quinta-feira,7,0,0,,0
997,Oliver Barros,Teixeira,Facebook Ads,Inglês Adulto,25-34,Noite,Quinta-feira,9,1,0,4710.0,0
998,Diego Ferreira,Lopes,Indicação,Inglês Intermediário,18-24,Manhã,Terça-feira,8,7,0,5246.55,0
999,Luigi Marques,Gomes,Evento Presencial,Inglês Adulto,25-34,Noite,Quarta-feira,1,3,0,2327.71,0
1000,Vicente Mendes,Dias de Garcia,Instagram,Inglês Teens,25-34,Noite,Terça-feira,6,2,0,,0
1001,Dr. Calebe Macedo,Marques de Andrade,Indicação,Francês,35-44,Manhã,Segunda-feira,9,2,1,7806.86,0
1002,Dra. Milena Dias,Cavalcanti,Google Ads,Inglês Intermediário,45-54,Manhã,Domingo,6,6,1,3124.45,0
1003,Kaique Aparecida,Santos da Serra,Indicação,Inglês Básico,55+,Manhã,Terça-feira,7,4,0,,0
1004,Srta. Alícia Fernandes,Lopes de Carvalho,Instagram,Inglês Adulto,35-44,Tarde,Quinta-feira,5,1,0,4548.8,0
1005,Bianca Rocha,Silva das Flores,Facebook Ads,Inglês Básico,35-44,Manhã,Terça-feira,7,4,0,2448.44,0
1006,Joaquim Moreira,Teixeira de Camargo,Instagram,Inglês Básico,25-34,Noite,Quarta-feira,4,5,0,1696.41,0
1007,Yuri Castro,Ribeiro de Novaes,Evento Presencial,Inglês Intermediário,45-54,Noite,Quarta-feira,7,2,0,,0
1008,Dr. Ravi da Conceição,Melo de Novais,Instagram,Inglês Teens,25-34,Manhã,Terça-feira,8,4,1,2731.2,0
1009,Ester Cirino,Montenegro,Facebook Ads,Inglês Básico,18-24,Noite,Quinta-feira,10,3,0,3535.69,0
1010,Marina Gonçalves,Gonçalves,Google Ads,Inglês Básico,55+,Manhã,Domingo,7,2,0,2502.26,0
1011,Gael Henrique Machado,Monteiro Verde,Facebook Ads,Inglês Básico,45-54,Manhã,Quarta-feira,7,0,1,7063.76,0
1012,Mariane Gomes,Pimenta da Praia,Google Ads,Espanhol,25-34,Noite,Domingo,12,0,0,5595.76,0
1013,Heitor Costela,Duarte do Norte,Google Ads,Inglês Adulto,35-44,Tarde,Quinta-feira,8,2,0,3065.95,0
1014,Benício Oliveira,Pastor,Evento Presencial,Inglês Básico,25-34,Noite,Quinta-feira,5,3,0,1829.09,0
1015,Vitor Gabriel Cirino,Cardoso,Instagram,Inglês Básico,,Tarde,Terça-feira,6,2,1,2892.01,0
1016,Dr. Gael Henrique Marques,Ferreira Verde,Instagram,Inglês Adulto,25-34,Manhã,Segunda-feira,4,1,0,4789.12,0
1017,João Rios,Teixeira,Facebook Ads,Inglês Básico,18-24,,Sábado,8,0,0,3882.63,0
1018,Vitória Porto,Garcia do Campo,Tráfego Orgânico,Inglês Adulto,25-34,Manhã,Quinta-feira,5,1,1,3716.44,0
1019,Dr. Matteo Pastor,Ferreira da Praia,Indicação,Inglês Intermediário,25-34,Noite,Quarta-feira,9,4,0,3932.19,0
1020,Luiz Fernando Fogaça,Ferreira do Norte,Google Ads,Espanhol,25-34,,Sexta-feira,6,1,1,5312.7,0
1021,Emanuella Rocha,da Cruz,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Terça-feira,8,0,0,3420.34,0
1022,Sra. Antonella Rocha,Ramos,Facebook Ads,Inglês Adulto,55+,Tarde,Sexta-feira,9,1,0,4482.9,0
1023,Levi Campos,Pastor de Minas,Evento Presencial,Inglês Básico,35-44,Noite,Terça-feira,5,4,0,,0
1024,Leandro Camargo,das Neves,Google Ads,Francês,45-54,Noite,Sábado,10,2,1,14258.89,0
1025,Marcelo Sales,Fernandes,Facebook Ads,Francês,18-24,Manhã,Terça-feira,6,0,0,2994.09,0
1026,Thomas Gomes,Almeida,Instagram,Inglês Teens,35-44,Manhã,Segunda-feira,9,5,0,3914.7,0
1027,Cecilia Oliveira,Andrade dos Dourados,Evento Presencial,Inglês Intermediário,45-54,Manhã,Sexta-feira,9,2,1,,1
1028,Mariana Cirino,Nunes do Galho,Instagram,Inglês Básico,25-34,,Segunda-feira,8,3,0,2792.2,0
1029,Zoe Sales,da Mata do Sul,Facebook Ads,Inglês Teens,18-24,Tarde,Domingo,7,3,1,3515.1,0
1030,Emanuella Novais,Pastor de Almeida,Google Ads,Inglês Teens,25-34,Manhã,Quinta-feira,6,0,0,3491.68,0
1031,Samuel da Paz,Garcia Verde,Google Ads,Inglês Básico,25-34,Tarde,Terça-feira,8,2,1,,0
1032,Francisco Dias,Duarte Verde,Facebook Ads,Inglês Intermediário,25-34,Tarde,Terça-feira,1,1,1,4454.82,0
1033,Ana Júlia Fogaça,Mendonça,Google Ads,Inglês Intermediário,25-34,Manhã,Sábado,4,1,1,1412.97,0
1034,Ryan Carvalho,Sales,Evento Presencial,Inglês Teens,25-34,Noite,Quinta-feira,8,1,0,9177.48,0
1035,Matheus Novais,Fernandes,Google Ads,Inglês Adulto,35-44,Noite,Sábado,5,2,1,5413.51,0
1036,Sabrina Jesus,Montenegro de Teixeira,Facebook Ads,Inglês Adulto,,Tarde,Segunda-feira,6,1,1,4974.28,1
1037,Rebeca Leão,Cavalcante da Mata,Instagram,Inglês Adulto,25-34,Tarde,Sábado,4,0,1,1346.64,0
1038,Sra. Rebeca Cavalcante,Lopes do Oeste,Google Ads,Inglês Básico,35-44,Tarde,Quinta-feira,8,2,1,2263.41,0
1039,Arthur Vieira,Porto de Viana,Google Ads,Inglês Intermediário,,Noite,Quinta-feira,5,5,0,7515.01,0
1040,João Vitor Andrade,Nascimento,Indicação,Inglês Básico,25-34,Noite,Quarta-feira,7,0,0,,0
1041,Henry Gabriel Nascimento,da Paz,Indicação,Inglês Teens,25-34,Tarde,Segunda-feira,6,1,0,,0
1042,Enzo Gabriel Vasconcelos,Aragão da Mata,Facebook Ads,Inglês Intermediário,18-24,Noite,Domingo,9,2,0,6190.91,0
1043,Sabrina Novaes,Câmara de Minas,Facebook Ads,Inglês Intermediário,25-34,Noite,Domingo,8,1,1,4671.59,0
1044,Brenda Oliveira,Pastor,Facebook Ads,Inglês Básico,18-24,,Quarta-feira,3,1,1,,0
1045,João Felipe Vasconcelos,da Mata de Minas,Indicação,Inglês Básico,25-34,Manhã,Domingo,6,1,0,6050.31,0
1046,Maria Clara Nogueira,Lima de Costela,Instagram,Inglês Adulto,55+,Manhã,Segunda-feira,6,0,0,1909.99,0
1047,Pedro Lucas Nogueira,Vieira de Minas,Instagram,Inglês Básico,45-54,Noite,Segunda-feira,7,5,1,1798.48,0
1048,Otávio Caldeira,Montenegro da Mata,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Segunda-feira,5,2,0,1737.28,0
1049,Dra. Isadora da Rosa,Ribeiro da Prata,Tráfego Orgânico,Inglês Teens,25-34,Noite,Quarta-feira,8,2,1,5985.92,0
1050,Rael da Luz,Costa das Pedras,Instagram,Inglês Intermediário,25-34,Noite,Segunda-feira,3,4,1,3391.2,0
1051,Sr. Pedro Lucas Campos,da Cunha do Galho,Facebook Ads,Inglês Intermediário,45-54,Tarde,Quarta-feira,5,7,0,3699.64,0
1052,Gustavo Henrique Sousa,Rios de Teixeira,Indicação,Inglês Intermediário,45-54,Tarde,Segunda-feira,9,1,0,3470.47,0
1053,Marcela Santos,Almeida,Instagram,Inglês Teens,,,Sexta-feira,7,2,1,1884.42,0
1054,Mariane Cavalcante,Oliveira,Indicação,Inglês Intermediário,18-24,Tarde,Sábado,12,5,0,2420.23,0
1055,Cecilia Viana,Cunha de Ribeiro,Instagram,Inglês Teens,25-34,Noite,Sexta-feira,7,1,1,,0
1056,Gustavo Araújo,da Mata de Porto,Facebook Ads,Espanhol,45-54,Noite,Terça-feira,6,1,0,1615.85,0
1057,Marcela Nascimento,Nunes do Norte,Evento Presencial,Inglês Adulto,45-54,Tarde,Sexta-feira,6,4,0,2652.35,0
1058,Vitor Gabriel Cavalcante,Fonseca,Instagram,Inglês Intermediário,18-24,Noite,Terça-feira,6,2,0,1931.01,0
1059,Dr. João Vitor Oliveira,Casa Grande de da Costa,Google Ads,Inglês Teens,,Tarde,Sexta-feira,7,8,1,4808.98,0
1060,Théo Rocha,Souza,Facebook Ads,Inglês Intermediário,18-24,,Quinta-feira,8,1,1,,0
1061,Davi Luiz Sá,Lopes das Pedras,Evento Presencial,Inglês Intermediário,,Manhã,Quarta-feira,13,2,1,1718.17,1
1062,Ana Liz da Mota,Azevedo do Oeste,Facebook Ads,Inglês Adulto,45-54,Noite,Segunda-feira,2,3,0,2973.13,0
1063,Carolina Sampaio,da Mata da Mata,Instagram,Inglês Intermediário,25-34,Noite,Sexta-feira,7,0,1,9714.27,0
1064,Josué Casa Grande,da Cunha,Facebook Ads,Inglês Básico,18-24,Tarde,Domingo,6,4,0,2040.8,1
1065,Sra. Isadora Teixeira,Guerra,Instagram,Inglês Intermediário,,Noite,Quinta-feira,2,4,1,4425.63,0
1066,Maria Júlia Mendonça,Camargo,Evento Presencial,Inglês Básico,25-34,,Domingo,5,2,1,3709.14,0
1067,João Felipe Pires,Correia,Instagram,Inglês Intermediário,45-54,Manhã,Domingo,6,1,0,6384.36,0
1068,Maria Flor Machado,da Cruz,Facebook Ads,Inglês Adulto,25-34,Noite,Terça-feira,6,2,1,4117.6,0
1069,Caleb Guerra,Martins do Amparo,Indicação,Espanhol,45-54,Noite,Sexta-feira,8,2,0,2760.88,1
1070,Lara Sales,Lima do Norte,Google Ads,Inglês Básico,25-34,Noite,Quarta-feira,11,2,0,3630.91,0
1071,Dr. Ryan Duarte,Castro,Tráfego Orgânico,Inglês Adulto,18-24,,Quarta-feira,4,1,0,3660.2,0
1072,Agatha Vasconcelos,Carvalho do Sul,Facebook Ads,Inglês Intermediário,25-34,Noite,Segunda-feira,6,1,1,3327.86,0
1073,Srta. Natália Porto,Vieira Paulista,Google Ads,Inglês Básico,18-24,Noite,Domingo,3,2,0,1694.27,0
1074,Maria Alice Azevedo,Ramos,Evento Presencial,Inglês Básico,25-34,Noite,Sexta-feira,8,3,1,6934.17,0
1075,Maria Laura Cunha,Silveira,Tráfego Orgânico,Inglês Básico,,Manhã,Terça-feira,8,3,0,6292.14,0
1076,Hadassa Monteiro,Viana de Almeida,Instagram,Inglês Básico,,Manhã,Quarta-feira,6,1,1,1970.84,0
1077,Lorenzo da Paz,Barros,Google Ads,Inglês Básico,18-24,Noite,Quarta-feira,8,3,0,2966.44,0
1078,Sr. Ryan Viana,Pereira da Mata,Google Ads,Inglês Intermediário,18-24,,Sexta-feira,9,3,0,3092.46,0
1079,Sr. Augusto Brito,Jesus,Facebook Ads,Inglês Adulto,18-24,Manhã,Sábado,8,2,1,1852.76,0
1080,Natália Almeida,Rios de Minas,Instagram,Inglês Básico,45-54,Tarde,Terça-feira,10,0,0,1253.61,0
1081,Emanuel Macedo,Silveira Grande,Instagram,Inglês Básico,55+,Noite,Quarta-feira,6,3,0,,0
1082,Agatha Lima,Camargo,Evento Presencial,Inglês Básico,18-24,,Quinta-feira,7,3,0,2876.98,0
1083,Davi Lucca Rezende,Moreira,Evento Presencial,Inglês Adulto,35-44,Noite,Quarta-feira,11,0,0,1584.21,0
1084,Emanuel da Mota,Monteiro de Minas,Tráfego Orgânico,Inglês Intermediário,,Noite,Quarta-feira,5,3,1,,0
1085,Luiz Miguel da Cunha,Peixoto,Evento Presencial,Inglês Adulto,55+,Noite,Segunda-feira,6,3,1,6634.84,1
1086,Marcelo Rios,Vargas,Facebook Ads,Inglês Básico,25-34,Noite,Segunda-feira,6,4,1,5561.83,1
1087,Eloah Aragão,Farias Verde,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Quarta-feira,10,1,1,3264.43,0
1088,Lorena Silveira,Souza de Goiás,Tráfego Orgânico,Espanhol,25-34,Noite,Sábado,9,3,1,1271.93,0
1089,Srta. Mariane Rezende,Cunha Grande,Google Ads,Inglês Básico,45-54,Manhã,Quarta-feira,4,3,0,,0
1090,Calebe Abreu,Cavalcanti,Google Ads,Inglês Básico,35-44,Noite,Terça-feira,5,3,0,3793.46,0
1091,Rhavi Barbosa,da Mota,Instagram,Inglês Básico,25-34,Tarde,Sexta-feira,7,2,1,4420.07,1
1092,Henry Gabriel Moreira,Jesus de da Cunha,Facebook Ads,Francês,25-34,Noite,Domingo,10,2,0,10151.48,0
1093,Melina Albuquerque,Mendonça,Instagram,Inglês Adulto,35-44,Noite,Quarta-feira,6,3,0,2223.58,0
1094,Luigi Campos,Sampaio do Campo,Instagram,Inglês Adulto,45-54,Manhã,Segunda-feira,7,2,1,720.09,1
1095,Caroline Mendes,Nogueira das Pedras,Google Ads,Francês,25-34,Noite,Sexta-feira,6,2,1,,1
1096,Ian Gomes,Rodrigues de da Cruz,Google Ads,Inglês Básico,35-44,Manhã,Quarta-feira,7,4,1,4572.63,0
1097,Cauã Caldeira,Viana Grande,Instagram,Francês,25-34,Tarde,Quinta-feira,5,4,0,3552.22,0
1098,Dr. Kaique Carvalho,Melo da Praia,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Terça-feira,3,2,1,1793.49,0
1099,Catarina Ramos,Almeida do Norte,Tráfego Orgânico,Inglês Adulto,,Tarde,Segunda-feira,5,3,0,1603.07,1
1100,Cecília Azevedo,Sales,Instagram,Inglês Intermediário,35-44,Noite,Quarta-feira,3,1,0,2879.82,0
1101,Alexia Pimenta,da Cunha,Indicação,Inglês Intermediário,55+,Noite,Sexta-feira,10,3,1,1763.69,0
1102,Eloah Macedo,das Neves da Praia,Instagram,Espanhol,25-34,Tarde,Quarta-feira,8,1,1,4660.45,0
1103,Sr. Dom Jesus,Nascimento,Tráfego Orgânico,Inglês Básico,25-34,Noite,Terça-feira,12,1,1,2791.22,0
1104,Melina Cunha,Macedo,Tráfego Orgânico,Francês,25-34,Noite,Quarta-feira,5,5,1,2478.98,0
1105,Carlos Eduardo Carvalho,Albuquerque das Flores,Indicação,Inglês Intermediário,18-24,Noite,Sexta-feira,5,1,1,,1
1106,Matheus Ferreira,da Rosa de Minas,Tráfego Orgânico,Inglês Adulto,25-34,Manhã,Segunda-feira,6,3,0,4045.0,0
1107,Luara Vieira,da Rosa,Indicação,Francês,18-24,Noite,Sexta-feira,3,1,0,3582.99,1
1108,Josué da Mota,Castro,Instagram,Inglês Básico,25-34,Manhã,Quinta-feira,7,1,1,3911.18,0
1109,Antonella da Cruz,Pires de Dias,Evento Presencial,Espanhol,18-24,Noite,Quarta-feira,4,3,1,3864.51,0
1110,Larissa Vasconcelos,Vieira do Norte,Instagram,Inglês Adulto,25-34,,Domingo,6,0,0,,0
1111,Srta. Liz Costela,Barros do Amparo,Instagram,Inglês Teens,35-44,Noite,Sábado,7,1,0,1982.86,0
1112,Sophia Correia,Sousa de Jesus,Google Ads,Inglês Básico,25-34,Manhã,Terça-feira,8,1,0,2342.11,0
1113,Sra. Laís Ramos,Silva das Pedras,Facebook Ads,Inglês Adulto,35-44,Manhã,Segunda-feira,5,1,0,2817.05,0
1114,Isaque Monteiro,Castro,Evento Presencial,Inglês Adulto,45-54,,Terça-feira,6,2,1,10898.45,0
1115,Brenda da Costa,Montenegro de Minas,Evento Presencial,Inglês Intermediário,35-44,Manhã,Terça-feira,8,1,0,1666.8,0
1116,Ana Sophia Moura,Leão da Prata,Indicação,Inglês Básico,18-24,Tarde,Quinta-feira,7,2,0,2779.65,0
1117,Luiz Miguel Dias,Marques do Sul,Indicação,Inglês Básico,25-34,Noite,Sábado,5,2,1,3694.37,0
1118,Mathias Nunes,Ramos,Tráfego Orgânico,Espanhol,35-44,Noite,Sábado,6,0,0,2962.19,0
1119,Maria Clara Nogueira,Pires,Instagram,Inglês Básico,25-34,Manhã,Terça-feira,7,0,0,6318.27,0
1120,Emanuella Teixeira,Vieira de Ramos,Tráfego Orgânico,Inglês Teens,18-24,Tarde,Quarta-feira,6,1,0,2953.79,1
1121,Ana Sophia Almeida,Abreu,Facebook Ads,Francês,25-34,Noite,Segunda-feira,7,4,0,3076.42,0
1122,Ana Lívia Albuquerque,Costa da Mata,Indicação,Inglês Básico,25-34,Tarde,Quinta-feira,4,4,0,,1
1123,Henrique Aparecida,Oliveira de Minas,Tráfego Orgânico,Inglês Básico,25-34,Manhã,Segunda-feira,7,1,0,9474.98,0
1124,Miguel Montenegro,Castro,Instagram,Inglês Adulto,35-44,Manhã,Domingo,7,4,0,,0
1125,Theodoro Vargas,Moreira,Google Ads,Inglês Básico,18-24,Tarde,Sábado,5,0,0,3246.58,0
1126,Mariana Sampaio,Peixoto,Google Ads,Inglês Adulto,25-34,Noite,Terça-feira,7,1,0,,0
1127,Antonella Porto,Vieira Alegre,Google Ads,Inglês Adulto,45-54,Tarde,Sexta-feira,6,1,0,3591.1,0
1128,Zoe Pimenta,Mendes de Sousa,Facebook Ads,Inglês Adulto,25-34,Manhã,Quinta-feira,5,2,1,,0
1129,João Lucas Barros,da Luz,Facebook Ads,Inglês Intermediário,35-44,Tarde,Sexta-feira,13,3,0,2196.18,0
1130,Bruno Moraes,Rodrigues,Evento Presencial,Inglês Adulto,25-34,,Quarta-feira,7,0,0,5858.48,0
